CM_Id,BankName,Type,CharterType,Headquarters,FailureDate,InsuranceFund,TransactionType,TotalDeposits,TotalAssets
CM-1271,acadia s&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"CROWLEY, LA",8/6/1987,FSLIC,MANAGEMENT,162237,159902
CM-1272,security state bank,COMMERCIAL BANK,STATE,"ROOSEVELT, OK",8/6/1987,FDIC,ACQUISITION,16694,15197
CM-1273,bayshore bank of florida,COMMERCIAL BANK,STATE,"MIAMI, FL",8/7/1987,FDIC,TRANSFER,40337,41485
CM-1274,the first national bank of navasota,COMMERCIAL BANK,FEDERAL,"NAVASOTA, TX",8/13/1987,FDIC,ACQUISITION,31027,31679
CM-1275,the first national bank of luther,COMMERCIAL BANK,FEDERAL,"LUTHER, OK",8/13/1987,FDIC,ACQUISITION,17600,17113
CM-1276,first state bank,COMMERCIAL BANK,STATE,"BLANCHARD, OK",8/13/1987,FDIC,TRANSFER,21892,23607
CM-1277,mcnulty banking company,COMMERCIAL BANK,STATE,"ST. PETERSBURG, FL",8/14/1987,FDIC,ACQUISITION,53185,56604
CM-1278,first savings of la,SAVINGS ASSOCIATION,FEDERAL/STATE,"LA PLACE, LA",8/19/1987,FSLIC,MANAGEMENT,44616,33647
CM-1279,the first state bank,COMMERCIAL BANK,STATE,"WILLOW, OK",8/20/1987,FDIC,TRANSFER,6216,6696
CM-1280,sunbelt fs&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"WATONGA, OK",8/20/1987,FSLIC,MANAGEMENT,60137,65532
CM-1281,american national bank of evanston,COMMERCIAL BANK,FEDERAL,"EVANSTON, WY",8/20/1987,FDIC,TRANSFER,8892,9092
CM-1282,american exchange bank & trust co,COMMERCIAL BANK,STATE,"NORMAN, OK",8/20/1987,FDIC,ACQUISITION,95808,87778
CM-1283,people's state bank of mazeppa,COMMERCIAL BANK,STATE,"MAZEPPA, MN",8/21/1987,FDIC,TRANSFER,20186,21613
CM-1284,bank of north america,COMMERCIAL BANK,STATE,"HOUSTON, TX",8/27/1987,FDIC,TRANSFER,31165,34537
CM-1285,citizens bank of glendale,COMMERCIAL BANK,STATE,"DENVER, CO",8/27/1987,FDIC,ACQUISITION,4036,4384
CM-1286,rocky mountain state bank,COMMERCIAL BANK,STATE,"SALT LAKE CITY, UT",8/28/1987,FDIC,ACQUISITION,17864,18567
CM-1287,the first national bank of tipton,COMMERCIAL BANK,FEDERAL,"TIPTON, OK",9/3/1987,FDIC,TRANSFER,7248,8218
CM-1288,the first national bank of hammon,COMMERCIAL BANK,FEDERAL,"HAMMON, OK",9/3/1987,FDIC,TRANSFER,5751,6271
CM-1289,la marque bank,COMMERCIAL BANK,STATE,"LA MARQUE, TX",9/10/1987,FDIC,ACQUISITION,6168,6311
CM-1290,waxahachie bank & trust company,COMMERCIAL BANK,STATE,"WAXAHACHIE, TX",9/10/1987,FDIC,ACQUISITION,66215,68874
CM-1291,first state bank of rollingstone,COMMERCIAL BANK,STATE,"ROLLINGSTONE, MN",9/11/1987,FDIC,ACQUISITION,14440,15230
CM-1292,central national bank of new york,COMMERCIAL BANK,FEDERAL,"NEW YORK, NY",9/11/1987,FDIC,PAYOUT,174715,180796
CM-1293,steeplechase national bank,COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",9/17/1987,FDIC,ACQUISITION,14217,15889
CM-1294,mustang national bank,COMMERCIAL BANK,FEDERAL,"MUSTANG, OK",9/17/1987,FDIC,ACQUISITION,11521,12091
CM-1295,breaux bridge bank & trust company,COMMERCIAL BANK,STATE,"BREAUX BRIDGE, LA",9/17/1987,FDIC,ACQUISITION,29821,22475
CM-1296,the talmage state bank,COMMERCIAL BANK,STATE,"TALMAGE, KS",9/17/1987,FDIC,ACQUISITION,6650,6669
CM-1297,stockmen's bank & trust company,COMMERCIAL BANK,STATE,"GILLETTE, WY",9/18/1987,FDIC,TRANSFER,111895,117429
CM-1298,phenix fs&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"PHENIX CITY, AL",9/18/1987,FSLIC,MANAGEMENT,235485,225532
CM-1299,twin city fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"WEST MONROE, LA",9/19/1987,FSLIC,TRANSFER,182374,149486
CM-1300,the citizens bank,COMMERCIAL BANK,STATE,"DRUMRIGHT, OK",9/24/1987,FDIC,ACQUISITION,33370,35121
CM-1301,the murdock state bank,COMMERCIAL BANK,STATE,"MURDOCK, KS",9/24/1987,FDIC,TRANSFER,8025,9157
CM-1302,"the mayfield state bank, MAYFIELD",COMMERCIAL BANK,STATE,"MAYFIELD, KS",9/24/1987,FDIC,TRANSFER,5814,
CM-1303,commonwealth bank,COMMERCIAL BANK,STATE,"TORRANCE, CA",9/25/1987,FDIC,ACQUISITION,83784,85059
CM-1304,valley state bank,COMMERCIAL BANK,STATE,"LOS ANGELES, CA",9/28/1987,FDIC,ACQUISITION,92026,93209
CM-1305,"western bank-north wilcrest, N.A",COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",10/1/1987,FDIC,ACQUISITION,40632,
CM-1306,"western bank-westwood, N.A.",COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",10/1/1987,FDIC,ACQUISITION,42598,
CM-1307,clay county state bank,COMMERCIAL BANK,STATE,"DILWORTH, MN",10/1/1987,FDIC,ACQUISITION,9852,10057
CM-1308,western bank-westheimer,COMMERCIAL BANK,STATE,"HOUSTON, TX",10/1/1987,FDIC,TRANSFER,256071,260560
CM-1309,security state bank,COMMERCIAL BANK,STATE,"OXFORD, NE",10/1/1987,FDIC,ACQUISITION,11674,12195
CM-1310,state bank of greenwald,COMMERCIAL BANK,STATE,"GREENWALD, MN",10/2/1987,FDIC,TRANSFER,19888,23318
CM-1311,the first national bank of brush,COMMERCIAL BANK,FEDERAL,"BRUSH, CO",10/8/1987,FDIC,ACQUISITION,21020,20927
CM-1312,united services bank,COMMERCIAL BANK,STATE,"HARTSHORNE, OK",10/8/1987,FDIC,TRANSFER,14214,15327
CM-1313,citizens bank of krebs,COMMERCIAL BANK,STATE,"KREBS, OK",10/8/1987,FDIC,TRANSFER,13795,14688
CM-1314,first california savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN FERNANDO, CA",10/15/1987,FSLIC,MANAGEMENT,224045,220564
CM-1315,american national bank of afton,COMMERCIAL BANK,FEDERAL,"AFTON, WY",10/15/1987,FDIC,TRANSFER,11203,11361
CM-1316,citizens bank of ray,COMMERCIAL BANK,STATE,"RAY, ND",10/15/1987,FDIC,ACQUISITION,11332,11720
CM-1317,yankee bank for finance & saving,SAVINGS BANK,STATE,"BOSTON, MA",10/16/1987,FDIC,TRANSFER,488318,525481
CM-1318,topeka savings association,SAVINGS ASSOCIATION,FEDERAL/STATE,"TOPEKA, KS",10/20/1987,FSLIC,MANAGEMENT,104521,112482
CM-1319,pioneer bank of fountain,COMMERCIAL BANK,STATE,"FOUNTAIN, CO",10/21/1987,FDIC,ACQUISITION,12223,12668
CM-1320,alaska national bank of the north,COMMERCIAL BANK,FEDERAL,"FAIRBANKS, AK",10/22/1987,FDIC,TRANSFER,200240,203074
CM-1321,first state bank of bovina,COMMERCIAL BANK,STATE,"BOVINA, TX",10/22/1987,FDIC,ACQUISITION,17367,20057
CM-1322,western national bank,COMMERCIAL BANK,FEDERAL,"BRYAN, TX",10/22/1987,FDIC,TRANSFER,23845,22675
CM-1323,new world national bank,COMMERCIAL BANK,FEDERAL,"PITTSBURGH, PA",10/22/1987,FDIC,ACQUISITION,14786,14685
CM-1324,sierra s&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"GARDNERVILLE, NV",10/23/1987,FSLIC,TRANSFER,12828,12061
CM-1325,capital bank & trust co.,COMMERCIAL BANK,STATE,"BATON ROUGE, LA",10/30/1987,FDIC,ACQUISITION,343386,384440
CM-1326,delta pacific bank,COMMERCIAL BANK,STATE,"PITTSBURG, CA",10/30/1987,FDIC,ACQUISITION,16969,17732
CM-1327,american security bank,COMMERCIAL BANK,STATE,"NORTH PLATTE, NE",10/30/1987,FDIC,ACQUISITION,26453,27124
CM-1328,tri-state national bank,COMMERCIAL BANK,FEDERAL,"BELLE FOURCHE, SD",11/10/1987,FDIC,TRANSFER,10722,10728
CM-1329,middle park bank,COMMERCIAL BANK,STATE,"GRANBY, CO",11/10/1987,FDIC,ACQUISITION,33015,34917
CM-1330,bank of winter park,COMMERCIAL BANK,STATE,"WINTER PARK, CO",11/10/1987,FDIC,ACQUISITION,22689,24429
CM-1331,tri-county s&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"CAMDEN, NJ",11/13/1987,FSLIC,TRANSFER,46220,36501
CM-1332,west texas state bank of canyon,COMMERCIAL BANK,STATE,"CANYON, TX",11/13/1987,FDIC,ACQUISITION,20036,20440
CM-1333,the alexander state bank,COMMERCIAL BANK,STATE,"ALEXANDER, KS",11/19/1987,FDIC,PAYOUT,9377,9224
CM-1334,the timken state bank,COMMERCIAL BANK,STATE,"TIMKEN, KS",11/19/1987,FDIC,PAYOUT,3117,3075
CM-1335,republic bank,COMMERCIAL BANK,STATE,"OKLAHOMA CITY, OK",11/19/1987,FDIC,ACQUISITION,57283,49129
CM-1336,the peoples bank and trust of iberia paris,COMMERCIAL BANK,STATE,"NEW IBERIA, LA",11/19/1987,FDIC,ACQUISITION,76325,79081
CM-1337,center state bank,COMMERCIAL BANK,STATE,"CENTER, NE",12/3/1987,FDIC,ACQUISITION,8049,8406
CM-1338,the peoples bank,COMMERCIAL BANK,STATE,"OLIVE HILL, KY",12/3/1987,FDIC,ACQUISITION,39461,40946
CM-1339,state bank of jansen,COMMERCIAL BANK,STATE,"JANSEN, NE",12/3/1987,FDIC,ACQUISITION,4596,5010
CM-1340,crofton state bank,COMMERCIAL BANK,STATE,"CROFTON, NE",12/3/1987,FDIC,ACQUISITION,10844,11619
CM-1341,climbing hill savings bank,COMMERCIAL BANK,STATE,"CLIMBING HILL, IA",12/3/1987,FDIC,ACQUISITION,5315,5399
CM-1342,state bank of commerce,COMMERCIAL BANK,STATE,"SLIDELL, LA",12/3/1987,FDIC,ACQUISITION,48634,49171
CM-1343,madison bank & trust company,COMMERCIAL BANK,STATE,"RICHMOND, LA",12/3/1987,FDIC,ACQUISITION,9807,9747
CM-1344,first state bank,COMMERCIAL BANK,STATE,"OAKDALE, NE",12/3/1987,FDIC,ACQUISITION,5386,5634
CM-1345,the farmers national bank of cordell,COMMERCIAL BANK,FEDERAL,"CORDELL, OK",12/3/1987,FDIC,ACQUISITION,60260,62300
CM-1346,heritage national bank,COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",12/10/1987,FDIC,ACQUISITION,50960,53227
CM-1347,louisiana bank & trust company,COMMERCIAL BANK,STATE,"CROWLEY, LA",12/10/1987,FDIC,ACQUISITION,21238,18489
CM-1348,"bancfirst-austin, N.A.",COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",12/10/1987,FDIC,ACQUISITION,28035,
CM-1349,the first national bank in rhome,COMMERCIAL BANK,FEDERAL,"RHOME, TX",12/10/1987,FDIC,ACQUISITION,9335,9243
CM-1350,american bank in louisiana,COMMERCIAL BANK,STATE,"MORGAN CITY, LA",12/10/1987,FDIC,ACQUISITION,14620,15028
CM-1351,lewis and clark state bank,COMMERCIAL BANK,STATE,"LAKE OSWEGO, OR",12/11/1987,FDIC,ACQUISITION,19839,20261
CM-1352,first interstate bank of alaska,COMMERCIAL BANK,STATE,"ANCHORAGE, AK",12/11/1987,FDIC,ACQUISITION,358945,367655
CM-1353,bank of mabank,COMMERCIAL BANK,STATE,"MABANK, TX",12/17/1987,FDIC,ACQUISITION,44507,43846
CM-1354,american bank of commerce,COMMERCIAL BANK,STATE,"LAKE CHARLES, LA",12/17/1987,FDIC,ACQUISITION,36212,35450
CM-1355,usbank,COMMERCIAL BANK,STATE,"DENTON, TX",12/17/1987,FDIC,ACQUISITION,84757,86046
CM-1356,first state bank at shoshoni,COMMERCIAL BANK,STATE,"SHOSHONI, WY",12/18/1987,FDIC,TRANSFER,4144,4555
CM-1357,commerce bank of plano,COMMERCIAL BANK,STATE,"PLANO, TX",1/7/1988,FDIC,TRANSFER,32674,35306
CM-1358,the north american bank,COMMERCIAL BANK,STATE,"PHOENIX, AZ",1/8/1988,FDIC,TRANSFER,30691,32318
CM-1359,balboa national bank,COMMERCIAL BANK,FEDERAL,"NATIONAL CITY, CA",1/14/1988,FDIC,PAYOUT,29391,29316
CM-1360,colonial bank,COMMERCIAL BANK,STATE,"NEW ORLEANS, LA",1/14/1988,FDIC,ACQUISITION,50407,50167
CM-1361,the moran national bank,COMMERCIAL BANK,FEDERAL,"MORAN, TX",1/14/1988,FDIC,ACQUISITION,17475,17204
CM-1362,first savings of east texas,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN AUGUSTINE, TX",1/15/1988,FSLIC,TRANSFER,132448,61668
CM-1363,aredale state bank,COMMERCIAL BANK,STATE,"AREDALE, IA",1/20/1988,FDIC,ACQUISITION,9088,9647
CM-1364,williston basin state bank,COMMERCIAL BANK,STATE,"WILLISTON, ND",1/21/1988,FDIC,ACQUISITION,13575,14004
CM-1365,sam houston nat'l bank of walker,COMMERCIAL BANK,FEDERAL,"HUNTSVILLE, TX",1/21/1988,FDIC,ACQUISITION,38345,37609
CM-1366,louisiana commercial bank,COMMERCIAL BANK,STATE,"MADISONVILLE, LA",1/21/1988,FDIC,ACQUISITION,25696,26777
CM-1367,cedar vale state bank,COMMERCIAL BANK,STATE,"CEDAR VALE, KS",1/21/1988,FDIC,ACQUISITION,11525,11711
CM-1368,northwest bank,COMMERCIAL BANK,STATE,"DALLAS, TX",1/21/1988,FDIC,TRANSFER,53140,58426
CM-1369,united mercantile bank,COMMERCIAL BANK,STATE,"SHREVEPORT, LA",1/21/1988,FDIC,ACQUISITION,78206,86324
CM-1370,bank of casper,COMMERCIAL BANK,STATE,"CASPER, WY",1/22/1988,FDIC,ACQUISITION,5827,6055
CM-1371,port city bank,COMMERCIAL BANK,STATE,"HOUSTON, TX",1/28/1988,FDIC,ACQUISITION,62280,60736
CM-1372,houston commerce bank,COMMERCIAL BANK,STATE,"HOUSTON, TX",1/28/1988,FDIC,PAYOUT,40094,40962
CM-1373,territory s&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"SEMINOLE, OK",1/29/1988,FSLIC,TRANSFER,67910,31223
CM-1374,the trust bank,COMMERCIAL BANK,STATE,"HIALEAH, FL",1/29/1988,FDIC,TRANSFER,160160,164547
CM-1375,the bank of louisburg,COMMERCIAL BANK,STATE,"LOUISBURG, KS",2/3/1988,FDIC,ACQUISITION,20549,20672
CM-1376,bank of dallas,COMMERCIAL BANK,STATE,"DALLAS, TX",2/5/1988,FDIC,ACQUISITION,202745,207817
CM-1377,"first houston bank, N.A.",COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",2/11/1988,FDIC,TRANSFER,34578,
CM-1378,first state bank,COMMERCIAL BANK,STATE,"OILTON, OK",2/11/1988,FDIC,ACQUISITION,13255,13161
CM-1379,the first state bank,COMMERCIAL BANK,STATE,"WHITE CLOUD, MI",2/12/1988,FDIC,ACQUISITION,37433,36417
CM-1380,global bank,COMMERCIAL BANK,STATE,"HIALEAH, FL",2/12/1988,FDIC,ACQUISITION,20423,21742
CM-1381,basin state bank,COMMERCIAL BANK,STATE,"VERNAL, UT",2/12/1988,FDIC,ACQUISITION,11511,11982
CM-1382,mustang community bank,COMMERCIAL BANK,STATE,"MUSTANG, OK",2/18/1988,FDIC,ACQUISITION,9615,9407
CM-1383,the farmers & merchants bk of hill city,COMMERCIAL BANK,STATE,"HILL CITY, KS",2/18/1988,FDIC,ACQUISITION,16611,16496
CM-1384,collin county state bank,COMMERCIAL BANK,STATE,"MELISSA, TX",2/25/1988,FDIC,ACQUISITION,12643,12451
CM-1385,"harris county bank houston, N.A.",COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",2/25/1988,FDIC,TRANSFER,81221,
CM-1386,american national bank,COMMERCIAL BANK,FEDERAL,"STAFFORD, TX",2/25/1988,FDIC,ACQUISITION,30360,31314
CM-1387,flower mound bank,COMMERCIAL BANK,STATE,"FLOWER MOUND, TX",3/3/1988,FDIC,ACQUISITION,17600,17444
CM-1388,the home state bank,COMMERCIAL BANK,STATE,"RUSSELL, KS",3/3/1988,FDIC,ACQUISITION,61903,59884
CM-1389,first american bank & tr of friendswood,COMMERCIAL BANK,STATE,"FRIENDSWOOD, TX",3/10/1988,FDIC,PAYOUT,6295,6353
CM-1390,the first nat bank & trust co. of cushing,COMMERCIAL BANK,FEDERAL,"CUSHING, OK",3/10/1988,FDIC,TRANSFER,61159,60298
CM-1391,"security bank of denver, N.A.",COMMERCIAL BANK,FEDERAL,"DENVER, CO",3/10/1988,FDIC,ACQUISITION,16612,
CM-1392,hayesville savings bank,COMMERCIAL BANK,STATE,"HAYESVILLE, IA",3/10/1988,FDIC,TRANSFER,37468,37989
CM-1393,first american bank & trust of manvel,COMMERCIAL BANK,STATE,"MANVEL, TX",3/10/1988,FDIC,TRANSFER,11707,12268
CM-1394,first american bank & trust of baytown,COMMERCIAL BANK,STATE,"BAYTOWN, TX",3/10/1988,FDIC,ACQUISITION,41001,38198
CM-1395,frenchman valley bank,COMMERCIAL BANK,STATE,"PALISADE, NE",3/10/1988,FDIC,PAYOUT,2663,2781
CM-1396,first fs&la of paducah,SAVINGS ASSOCIATION,FEDERAL/STATE,"PADUCAH, KY",3/11/1988,FSLIC,TRANSFER,149064,130938
CM-1397,first intercounty bank of new york,COMMERCIAL BANK,STATE,"NEW YORK, NY",3/11/1988,FDIC,TRANSFER,37927,44079
CM-1398,first national bank of port allen,COMMERCIAL BANK,FEDERAL,"PORT ALLEN, LA",3/17/1988,FDIC,ACQUISITION,19083,19553
CM-1399,state bank of morgan,COMMERCIAL BANK,STATE,"MORGAN, MN",3/18/1988,FDIC,ACQUISITION,19995,20314
CM-1400,citizens state bk of gibbon,COMMERCIAL BANK,STATE,"GIBBON, MN",3/18/1988,FDIC,ACQUISITION,14828,15051
CM-1401,cashion community bank,COMMERCIAL BANK,STATE,"CASHION, OK",3/24/1988,FDIC,ACQUISITION,6623,6681
CM-1402,century bank,COMMERCIAL BANK,STATE,"TULSA, OK",3/24/1988,FDIC,ACQUISITION,69938,70834
CM-1403,first national bank of del city,COMMERCIAL BANK,FEDERAL,"DEL CITY, OK",3/25/1988,FDIC,TRANSFER,28123,30860
CM-1404,union bank & trust company,COMMERCIAL BANK,STATE,"OKLAHOMA CITY, OK",3/31/1988,FDIC,ACQUISITION,181779,182510
CM-1405,first bank & trust,COMMERCIAL BANK,STATE,"TOMBALL, TX",3/31/1988,FDIC,ACQUISITION,59058,68665
CM-1406,central national bank,COMMERCIAL BANK,FEDERAL,"DALLAS, TX",4/7/1988,FDIC,ACQUISITION,17433,15915
CM-1407,home state bank,COMMERCIAL BANK,STATE,"TRENT, TX",4/7/1988,FDIC,TRANSFER,5259,5401
CM-1408,first federal of shawnee,SAVINGS ASSOCIATION,FEDERAL/STATE,"SHAWNEE, OK",4/8/1988,FSLIC,TRANSFER,142378,130697
CM-1409,citizens state bank of eagle bend,COMMERCIAL BANK,STATE,"EAGLE BEND, MN",4/8/1988,FDIC,ACQUISITION,9897,10011
CM-1410,"cy-fair bank, N.A.",COMMERCIAL BANK,FEDERAL,"HARRIS COUNTY, TX",4/14/1988,FDIC,TRANSFER,14240,
CM-1411,jennings bank,COMMERCIAL BANK,STATE,"JENNINGS, KS",4/14/1988,FDIC,ACQUISITION,6978,7087
CM-1412,metropolitan industrial bank,COMMERCIAL BANK,STATE,"DENVER, CO",4/15/1988,FDIC,TRANSFER,12495,12434
CM-1413,colonial thrift & loan association,COMMERCIAL BANK,STATE,"CULVER CITY, CA",4/15/1988,FDIC,ACQUISITION,24017,26761
CM-1414,mc allen state bank,COMMERCIAL BANK,STATE,"MC ALLEN, TX",4/19/1988,FDIC,ACQUISITION,556220,580047
CM-1415,citizens national bank,COMMERCIAL BANK,FEDERAL,"COLORADO SPRINGS, CO",4/21/1988,FDIC,TRANSFER,18424,18272
CM-1416,texas national bank,COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",4/21/1988,FDIC,PAYOUT,20172,18482
CM-1417,unity bank,COMMERCIAL BANK,STATE,"DAYTON, OH",4/22/1988,FDIC,ACQUISITION,6685,7066
CM-1418,the village bank,COMMERCIAL BANK,STATE,"GREAT FALLS, MT",4/22/1988,FDIC,ACQUISITION,19460,21653
CM-1419,american fs&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"ANDERSON, IN",4/29/1988,FSLIC,TRANSFER,194523,145821
CM-1420,oak park bank,COMMERCIAL BANK,STATE,"OAK PARK HEIGHTS, MN",4/29/1988,FDIC,ACQUISITION,19735,21125
CM-1421,lincoln national bank,COMMERCIAL BANK,FEDERAL,"ARLINGTON, TX",5/5/1988,FDIC,ACQUISITION,12065,12959
CM-1422,union bank & trust of dallas,COMMERCIAL BANK,STATE,"DALLAS, TX",5/5/1988,FDIC,ACQUISITION,38464,36676
CM-1423,forest city bank & trust co.,COMMERCIAL BANK,STATE,"FOREST CITY, IA",5/6/1988,FDIC,ACQUISITION,26492,26597
CM-1424,the first state bank,COMMERCIAL BANK,STATE,"CHILDRESS, TX",5/12/1988,FDIC,ACQUISITION,14595,14876
CM-1425,westside national bank,COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",5/13/1988,FDIC,ACQUISITION,38706,32188
CM-1426,cardinal savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEWPORT, NC",5/13/1988,FSLIC,TRANSFER,92849,93936
CM-1427,national bank of texas,COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",5/19/1988,FDIC,ACQUISITION,26140,19430
CM-1428,universal s&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"SCOTTSDALE, AZ",5/24/1988,FSLIC,MANAGEMENT,114814,116778
CM-1429,the first state bank,COMMERCIAL BANK,STATE,"ROCKWALL, TX",5/26/1988,FDIC,TRANSFER,39734,39864
CM-1430,first national bank of kingswood,COMMERCIAL BANK,FEDERAL,"KINGSWOOD, TX",5/26/1988,FDIC,ACQUISITION,16207,16080
CM-1431,lone star bank,COMMERCIAL BANK,STATE,"HARRIS COUNTY (BAYTO, TX",5/26/1988,FDIC,ACQUISITION,12997,12986
CM-1432,sandy state bank,COMMERCIAL BANK,STATE,"SANDY, UT",5/27/1988,FDIC,ACQUISITION,8043,8946
CM-1433,river plaza national bank,COMMERCIAL BANK,FEDERAL,"FORTH WORTH, TX",6/2/1988,FDIC,ACQUISITION,44406,41811
CM-1434,"williamstown bank, N.A.",COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",6/2/1988,FDIC,ACQUISITION,22683,
CM-1435,security bank of boulder,COMMERCIAL BANK,STATE,"BOULDER, CO",6/2/1988,FDIC,ACQUISITION,13760,14137
CM-1436,community state bank,COMMERCIAL BANK,STATE,"WHITING, IA",6/2/1988,FDIC,ACQUISITION,5000,5073
CM-1437,guaranty bank,COMMERCIAL BANK,STATE,"DALLAS, TX",6/2/1988,FDIC,ACQUISITION,75487,82097
CM-1438,security bank of aurora,COMMERCIAL BANK,STATE,"AURORA, CO",6/2/1988,FDIC,ACQUISITION,10124,10901
CM-1439,larue fs&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"HODGENVILLE, KY",6/3/1988,FSLIC,TRANSFER,16176,11956
CM-1440,parkway bank & trust,COMMERCIAL BANK,STATE,"DALLAS, TX",6/9/1988,FDIC,ACQUISITION,42262,42348
CM-1441,century national bank,COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",6/16/1988,FDIC,ACQUISITION,56096,54001
CM-1442,kingsland national bank,COMMERCIAL BANK,FEDERAL,"KINGSLAND, TX",6/16/1988,FDIC,ACQUISITION,14697,14066
CM-1443,the liberty bank of seattle,COMMERCIAL BANK,STATE,"SEATTLE, WA",6/17/1988,FDIC,ACQUISITION,20573,19146
CM-1444,the bank of westminster,COMMERCIAL BANK,STATE,"WESTMINSTER, CO",6/22/1988,FDIC,ACQUISITION,6638,6521
CM-1445,tri-cities bank & trust,COMMERCIAL BANK,STATE,"GLENN HEIGHTS, TX",6/23/1988,FDIC,ACQUISITION,9981,9247
CM-1446,texas national bank,COMMERCIAL BANK,FEDERAL,"VICTORIA, TX",6/23/1988,FDIC,ACQUISITION,14944,14402
CM-1447,northwest bank & trust,COMMERCIAL BANK,STATE,"HOUSTON, TX",6/23/1988,FDIC,ACQUISITION,92527,97591
CM-1448,claiborne bank & trust company,COMMERCIAL BANK,STATE,"HOMER, LA",6/29/1988,FDIC,ACQUISITION,12876,13076
CM-1449,republic national bank,COMMERCIAL BANK,FEDERAL,"NORMAN, OK",6/30/1988,FDIC,ACQUISITION,26542,24283
CM-1450,first national bank,COMMERCIAL BANK,FEDERAL,"SHERMAN, TX",6/30/1988,FDIC,ACQUISITION,24193,24477
CM-1451,mercantile bank & trust,COMMERCIAL BANK,STATE,"SAN ANTONIO, TX",6/30/1988,FDIC,ACQUISITION,81570,76189
CM-1452,the american bank,COMMERCIAL BANK,STATE,"PALESTINE, TX",7/14/1988,FDIC,ACQUISITION,20360,20789
CM-1453,allen national bank,COMMERCIAL BANK,FEDERAL,"ALLEN, TX",7/14/1988,FDIC,ACQUISITION,26240,26310
CM-1454,the security bank,COMMERCIAL BANK,STATE,"WARNER, OK",7/14/1988,FDIC,ACQUISITION,9397,9370
CM-1455,the first national bank of blooming prairi,COMMERCIAL BANK,FEDERAL,"BLOOMING PRAIRIE, MN",7/21/1988,FDIC,ACQUISITION,20016,19972
CM-1456,platte valley  fs&la,SAVINGS ASSOCIATION,FEDERAL/STATE,"GERING, NE",7/21/1988,FSLIC,MANAGEMENT,400105,407559
CM-1457,union bank & trust,COMMERCIAL BANK,STATE,"BARTLESVILLE, OK",7/21/1988,FDIC,ACQUISITION,128969,115430
CM-1458,first capitol bank,COMMERCIAL BANK,STATE,"WEST COLUMBIA, TX",7/28/1988,FDIC,TRANSFER,46262,50022
CM-1459,national fidelity bank of shreveport,COMMERCIAL BANK,FEDERAL,"SHREVEPORT, LA",7/28/1988,FDIC,ACQUISITION,10614,10506
CM-1460,"first republicbank-conroe, N.A.",COMMERCIAL BANK,FEDERAL,"CONROE, TX",7/29/1988,FDIC,ACQUISITION,200637,
CM-1461,"first republicbank-brownwood, N.A.",COMMERCIAL BANK,FEDERAL,"BROWNWOOD, TX",7/29/1988,FDIC,ACQUISITION,118839,
CM-1462,"first republicbank- austin, N.A.",COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",7/29/1988,FDIC,ACQUISITION,1314891,
CM-1463,"first republicbank-abilene, N.A.",COMMERCIAL BANK,FEDERAL,"ABILENE, TX",7/29/1988,FDIC,ACQUISITION,201164,
CM-1464,first republicbank-forney,COMMERCIAL BANK,STATE,"FORNEY, TX",7/29/1988,FDIC,ACQUISITION,50879,54599
CM-1465,first republicbank-lufkin,COMMERCIAL BANK,STATE,"LUFKIN, TX",7/29/1988,FDIC,ACQUISITION,192393,224868
CM-1466,first republicbank-stephenville,COMMERCIAL BANK,FEDERAL,"STEPHENVILLE, TX",7/29/1988,FDIC,ACQUISITION,116809,124191
CM-1467,national bank of ft. sam houston,COMMERCIAL BANK,FEDERAL,"FT. SAM HOUSTON, TX",7/29/1988,FDIC,ACQUISITION,501900,634806
CM-1468,first republicbank-wichita falls,COMMERCIAL BANK,FEDERAL,"WICHITA FALLS, TX",7/29/1988,FDIC,ACQUISITION,270730,304233
CM-1469,"first republicbank-tyler, N.A.",COMMERCIAL BANK,FEDERAL,"TYLER, TX",7/29/1988,FDIC,ACQUISITION,536496,
